id,batch,generation,sex,gebv
G0_1597,G0,0,M,156.535
G0_1598,G0,0,F,15.652
G0_1599,G0,0,M,36.147
G0_1600,G0,0,M,24.537
G0_1601,G0,0,M,69.259
G0_1602,G0,0,F,-54.109
G0_1603,G0,0,M,65.802
G0_1604,G0,0,M,-127.72
G0_1605,G0,0,F,202.774
G0_1606,G0,0,M,67.972
G0_1607,G0,0,F,37.916
G0_1608,G0,0,F,121.463
G0_1609,G0,0,M,14.063
G0_1610,G0,0,M,-188.606
G0_1611,G0,0,F,9.04
G0_1612,G0,0,M,-104.951
G0_1613,G0,0,M,-129.478
G0_1614,G0,0,M,65.606
G0_1615,G0,0,F,-25.094
G0_1616,G0,0,F,-57.213
G0_1617,G0,0,F,-75.307
G0_1618,G0,0,M,24.021
G0_1619,G0,0,M,-75.392
G0_1620,G0,0,M,17.965
G0_1621,G0,0,F,5.237
G0_1622,G0,0,F,-151.07
G0_1623,G0,0,F,-131.632
G0_1624,G0,0,M,-11.901
G0_1625,G0,0,F,-78.455
G0_1626,G0,0,M,35.989
G0_1627,G0,0,F,68.926
G0_1628,G0,0,F,-1.18
G0_1629,G0,0,M,55.963
G0_1630,G0,0,M,25.596
G0_1631,G0,0,M,-1.891
G0_1632,G0,0,F,174.577
G0_1633,G0,0,F,-6.272
G0_1634,G0,0,M,101.639
G0_1635,G0,0,M,-26.113
G0_1636,G0,0,M,208.495
G0_1637,G0,0,F,-118.716
G0_1638,G0,0,F,-37.077
G0_1639,G0,0,M,-36.856
G0_1640,G0,0,F,38.7
G0_1641,G0,0,F,5.108
G0_1642,G0,0,M,-47.471
G0_1643,G0,0,F,96.047
G0_1644,G0,0,F,-19.005
G0_1645,G0,0,M,72.511
G0_1646,G0,0,M,9.913
G0_1647,G0,0,M,-88.849
G0_1648,G0,0,M,-87.649
G0_1649,G0,0,F,-74.156
G0_1650,G0,0,F,104.967
G0_1651,G0,0,F,266.119
G0_1652,G0,0,F,46.451
G0_1653,G0,0,F,32.45
G0_1654,G0,0,M,6.605
G0_1655,G0,0,F,25.401
G0_1656,G0,0,M,-39.32
G0_1657,G0,0,F,-78.343
G0_1658,G0,0,M,136.734
G0_1659,G0,0,F,-191.561
G0_1660,G0,0,F,-29.922
G0_1661,G0,0,M,8.059
G0_1662,G0,0,M,-56.549
G0_1663,G0,0,M,66.48
G0_1664,G0,0,M,31.213
G0_1665,G0,0,M,29.507
G0_1666,G0,0,F,200.863
G0_1667,G0,0,F,-45.726
G0_1668,G0,0,M,149.124
G0_1669,G0,0,F,105.341
G0_1670,G0,0,F,-71.046
G0_1671,G0,0,M,86.892
G0_1672,G0,0,F,-76.007
G0_1673,G0,0,M,83.879
G0_1674,G0,0,F,-107.875
G0_1675,G0,0,F,-77.729
G0_1676,G0,0,F,-120.398
G0_1677,G0,0,F,-120.793
G0_1678,G0,0,M,-83.178
G0_1679,G0,0,F,-23.565
G0_1680,G0,0,F,-134.522
G0_1681,G0,0,M,131.423
G0_1682,G0,0,F,137.096
G0_1683,G0,0,M,218.301
G0_1684,G0,0,M,-68.613
G0_1685,G0,0,F,-115.755
G0_1686,G0,0,F,149.489
G0_1687,G0,0,M,-104.362
G0_1688,G0,0,F,-25.942
G0_1689,G0,0,F,-173.216
G0_1690,G0,0,M,-101.764
G0_1691,G0,0,M,34.364
G0_1692,G0,0,M,-32.559
G0_1693,G0,0,F,39.01
G0_1694,G0,0,F,1.188
G0_1695,G0,0,F,22.9
G0_1696,G0,0,F,-40.359
G0_1697,G0,0,F,34.755
G0_1698,G0,0,M,196.164
G0_1699,G0,0,F,25.325
G0_1700,G0,0,M,-88.216
G0_1701,G0,0,M,80.214
G0_1702,G0,0,M,-133.555
G0_1703,G0,0,M,111.175
G0_1704,G0,0,F,85.017
G0_1705,G0,0,F,-51.381
G0_1706,G0,0,M,182.223
G0_1707,G0,0,M,5.306
G0_1708,G0,0,F,-16.052
G0_1709,G0,0,F,25.693
G0_1710,G0,0,F,20.629
G0_1711,G0,0,F,29.388
G0_1712,G0,0,F,70.168
G0_1713,G0,0,M,-22.409
G0_1714,G0,0,F,47.883
G0_1715,G0,0,M,76.992
G0_1716,G0,0,F,24.703
G0_1717,G0,0,M,-144.038
G0_1718,G0,0,M,115.184
G0_1719,G0,0,M,9.021
G0_1720,G0,0,M,-13.88
G0_1721,G0,0,M,33.059
G0_1722,G0,0,F,41.491
G0_1723,G0,0,F,28.485
G0_1724,G0,0,F,-119.457
G0_1725,G0,0,F,-68.728
G0_1726,G0,0,M,19.36
G0_1727,G0,0,F,112.821
G0_1728,G0,0,M,129.614
G0_1729,G0,0,F,-27.205
G0_1730,G0,0,M,-85.647
G0_1731,G0,0,F,149.354
G0_1732,G0,0,M,-17.936
G0_1733,G0,0,F,30.208
G0_1734,G0,0,F,-55.434
G0_1735,G0,0,M,-153.995
G0_1736,G0,0,F,83.366
G0_1737,G0,0,M,6.004
G0_1738,G0,0,M,140.382
G0_1739,G0,0,F,127.723
G0_1740,G0,0,F,58.209
G0_1741,G0,0,M,126.879
G0_1742,G0,0,F,7.538
G0_1743,G0,0,M,-28.339
G0_1744,G0,0,M,213.25
G0_1745,G0,0,M,-105.612
G0_1746,G0,0,M,-119.483
G0_1747,G0,0,M,-116.988
G0_1748,G0,0,F,-95.546
G0_1749,G0,0,M,56.287
G0_1750,G0,0,F,-222.012
G0_1751,G0,0,M,-60.77
G0_1752,G0,0,F,-143.397
G0_1753,G0,0,M,-109.401
G0_1754,G0,0,F,-77.512
G0_1755,G0,0,F,38.4
G0_1756,G0,0,F,-86.177
G0_1757,G0,0,F,-3.591
G0_1758,G0,0,M,158.072
G0_1759,G0,0,F,122.116
G0_1760,G0,0,F,47.978
G0_1761,G0,0,F,-5.546
G0_1762,G0,0,F,-36.465
G0_1763,G0,0,M,-74.466
G0_1764,G0,0,M,117.242
G0_1765,G0,0,M,-18.281
G0_1766,G0,0,F,15.247
G0_1767,G0,0,F,-43.258
G0_1768,G0,0,F,-12.63
G0_1769,G0,0,F,-14.259
G0_1770,G0,0,M,101.662
G0_1771,G0,0,F,-23.081
G0_1772,G0,0,M,36.961
G0_1773,G0,0,M,-237.414
G0_1774,G0,0,M,-9.351
G0_1775,G0,0,F,-97.843
G0_1776,G0,0,F,21.63
G0_1777,G0,0,M,-27.868
G0_1778,G0,0,F,-76.474
G0_1779,G0,0,M,-48.684
G0_1780,G0,0,F,66.801
G0_1781,G0,0,F,-46.066
G0_1782,G0,0,M,50.323
G0_1783,G0,0,M,43.7
G0_1784,G0,0,M,2.959
G0_1785,G0,0,M,33.481
G0_1786,G0,0,F,-90.374
G0_1787,G0,0,F,-138.589
G0_1788,G0,0,F,141.163
G0_1789,G0,0,M,95.618
G0_1790,G0,0,M,-148.998
G0_1791,G0,0,F,-161.79
G0_1792,G0,0,F,4.095
G0_1793,G0,0,M,39.401
G0_1794,G0,0,M,111.631
G0_1795,G0,0,F,-88.191
G0_1796,G0,0,M,-136.725
G0_1797,G0,0,M,-72.347
G0_1798,G0,0,M,41.154
G0_1799,G0,0,F,-4.455
G0_1800,G0,0,F,181.873
G0_1801,G0,0,M,12.78
G0_1802,G0,0,F,19.52
G0_1803,G0,0,F,255.44
G0_1804,G0,0,M,-36.257
G0_1805,G0,0,M,-35.564
G0_1806,G0,0,M,89.78
G0_1807,G0,0,M,51.311
G0_1808,G0,0,F,37.589
G0_1809,G0,0,M,135.231
G0_1810,G0,0,F,5.824
G0_1811,G0,0,F,-6.921
G0_1812,G0,0,M,0.138
G0_1813,G0,0,F,9.867
G0_1814,G0,0,F,-163.734
G0_1815,G0,0,M,-268.316
G0_1816,G0,0,M,33.485
G0_1817,G0,0,F,-88.666
G0_1818,G0,0,M,138.859
G0_1819,G0,0,F,39.188
G0_1820,G0,0,F,-98.003
G0_1821,G0,0,M,64.368
G0_1822,G0,0,F,-93.975
G0_1823,G0,0,F,64.99
G0_1824,G0,0,F,-39.094
G0_1825,G0,0,M,31.476
G0_1826,G0,0,F,-143.796
G0_1827,G0,0,F,59.376
G0_1828,G0,0,F,-43.853
G0_1829,G0,0,F,-210.432
G0_1830,G0,0,F,35.724
G0_1831,G0,0,M,-40.264
G0_1832,G0,0,F,-88.19
G0_1833,G0,0,M,-128.056
G0_1834,G0,0,M,-152.797
G0_1835,G0,0,M,12.487
G0_1836,G0,0,M,-52.425
G0_1837,G0,0,F,81.962
G0_1838,G0,0,F,-48.801
G0_1839,G0,0,M,-81.657
G0_1840,G0,0,F,140.147
G0_1841,G0,0,M,-50.417
G0_1842,G0,0,F,-58.476
G0_1843,G0,0,M,-130.236
G0_1844,G0,0,F,-96.137
G0_1845,G0,0,F,-52.672
G0_1846,G0,0,M,-105.102
G0_1847,G0,0,M,-116.518
G0_1848,G0,0,F,-92.184
G0_1849,G0,0,F,-120.465
G0_1850,G0,0,F,21.238
G0_1851,G0,0,F,18.617
G0_1852,G0,0,F,-237.645
G0_1853,G0,0,M,179.524
G0_1854,G0,0,M,82.935
G0_1855,G0,0,F,-118.644
G0_1856,G0,0,F,82.392
G0_1857,G0,0,M,-35.079
G0_1858,G0,0,F,-141.149
G0_1859,G0,0,M,62.65
G0_1860,G0,0,F,58.513
G0_1861,G0,0,F,87.816
G0_1862,G0,0,M,132.296
G0_1863,G0,0,F,15.985
G0_1864,G0,0,F,9.919
G0_1865,G0,0,M,202.844
G0_1866,G0,0,F,-0.049
G0_1867,G0,0,F,97.381
G0_1868,G0,0,M,131.018
G0_1869,G0,0,M,53.381
G0_1870,G0,0,F,-115.485
G0_1871,G0,0,M,33.762
G0_1872,G0,0,M,46.339
G0_1873,G0,0,M,97.523
G0_1874,G0,0,M,42.329
G0_1875,G0,0,M,28.817
G0_1876,G0,0,M,-107.679
G0_1877,G0,0,F,158.706
G0_1878,G0,0,F,72.612
G0_1879,G0,0,M,65.157
G0_1880,G0,0,F,34.165
G0_1881,G0,0,M,18.57
G0_1882,G0,0,F,-46.635
G0_1883,G0,0,M,94.294
G0_1884,G0,0,F,-11.618
G0_1885,G0,0,F,-156.019
G0_1886,G0,0,M,14.071
G0_1887,G0,0,M,-203.694
G0_1888,G0,0,F,182.115
G0_1889,G0,0,F,20.093
G0_1890,G0,0,M,38.303
G0_1891,G0,0,F,-121.836
G0_1892,G0,0,F,48.891
G0_1893,G0,0,F,-55.711
G0_1894,G0,0,M,255.151
G0_1895,G0,0,M,40.966
G0_1896,G0,0,M,42.153
G0_1897,G0,0,F,99.936
G0_1898,G0,0,M,161.421
G0_1899,G0,0,F,194.817
G0_1900,G0,0,F,-223.323
G0_1901,G0,0,F,-214.51
G0_1902,G0,0,F,133.396
G0_1903,G0,0,M,-56.194
G0_1904,G0,0,M,106.507
G0_1905,G0,0,M,30.561
G0_1906,G0,0,M,44.864
G0_1907,G0,0,F,-14.231
G0_1908,G0,0,M,144.72
G0_1909,G0,0,F,115.582
G0_1910,G0,0,M,-28.487
G0_1911,G0,0,F,-62.062
G0_1912,G0,0,F,-69.025
G0_1913,G0,0,M,37.72
G0_1914,G0,0,F,-31.049
G0_1915,G0,0,M,-44.909
G0_1916,G0,0,M,96.694
G0_1917,G0,0,F,169.547
G0_1918,G0,0,M,1.745
G0_1919,G0,0,M,98.549
G0_1920,G0,0,F,-25.281
G0_1921,G0,0,F,80.641
G0_1922,G0,0,F,-8.88
G0_1923,G0,0,M,116.492
G0_1924,G0,0,F,120.107
G0_1925,G0,0,M,-76.599
G0_1926,G0,0,F,97.298
G0_1927,G0,0,M,-211.992
G0_1928,G0,0,F,-37.8
G0_1929,G0,0,F,136.539
G0_1930,G0,0,M,-111.448
G0_1931,G0,0,F,25.188
G0_1932,G0,0,M,-66.223
G0_1933,G0,0,M,-172.984
G0_1934,G0,0,M,-162.265
G0_1935,G0,0,F,80.263
G0_1936,G0,0,F,153.784
G0_1937,G0,0,M,19.666
G0_1938,G0,0,F,-109.317
G0_1939,G0,0,F,-101.113
G0_1940,G0,0,F,4.296
G0_1941,G0,0,F,-114.571
G0_1942,G0,0,F,-50.54
G0_1943,G0,0,F,51.583
G0_1944,G0,0,M,-127.183
G0_1945,G0,0,F,-75.214
G0_1946,G0,0,F,-204.875
G0_1947,G0,0,M,-27.271
G0_1948,G0,0,F,-228.701
G0_1949,G0,0,F,75.002
G0_1950,G0,0,F,220.645
G0_1951,G0,0,M,88.612
G0_1952,G0,0,F,-71.719
G0_1953,G0,0,F,-32.905
G0_1954,G0,0,F,-135.651
G0_1955,G0,0,F,43.15
G0_1956,G0,0,M,16.852
G0_1957,G0,0,F,-184.942
G0_1958,G0,0,M,-162.211
G0_1959,G0,0,M,-216.452
G0_1960,G0,0,F,-103.807
G0_1961,G0,0,M,-7.072
G0_1962,G0,0,F,-50.384
G0_1963,G0,0,F,84.36
G0_1964,G0,0,F,76.792
G0_1965,G0,0,F,44.871
G0_1966,G0,0,F,157.654
G0_1967,G0,0,F,61.793
G0_1968,G0,0,M,8.57
G0_1969,G0,0,F,-44.922
G0_1970,G0,0,F,-169.952
G0_1971,G0,0,F,10.938
G0_1972,G0,0,M,-73.059
G0_1973,G0,0,M,27.732
G0_1974,G0,0,M,158.816
G0_1975,G0,0,M,12.189
G0_1976,G0,0,F,-140.238
G0_1977,G0,0,F,-22.21
G0_1978,G0,0,M,197.224
G0_1979,G0,0,M,33.918
G0_1980,G0,0,M,-23.029
G0_1981,G0,0,F,-40.512
G0_1982,G0,0,M,29.01
G0_1983,G0,0,F,-27.151
G0_1984,G0,0,M,4.405
G0_1985,G0,0,F,140.286
G0_1986,G0,0,F,-67.792
G0_1987,G0,0,M,-20.375
G0_1988,G0,0,M,39.612
G0_1989,G0,0,M,120.509
G0_1990,G0,0,F,-79.992
G0_1991,G0,0,F,221.975
G0_1992,G0,0,M,-42.186
G0_1993,G0,0,F,-43.158
G0_1994,G0,0,F,138.725
G0_1995,G0,0,F,188.535
G0_1996,G0,0,M,78.561
G0_1997,G0,0,M,16.959
G0_1998,G0,0,F,19.491
G0_1999,G0,0,M,2.816
G0_2000,G0,0,M,68.937
